PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
351319,01-JAN-23,31-DEC-23,As Submitted,PEMBINA COUNTY MEMORIAL HOSPITAL        ,301 MOUNTAIN ST. EAST                   ,,CAVALIER                                ,ND                                      ,58220-                                  ,PEMBINA                                 ,,,,,,,,,,20,7300,417,6,768,,52.2,,113,5,155,,,,,,,
351321,01-JAN-23,31-DEC-23,As Submitted,WISHEK COMMUNITY HOSPITAL               ,1007 4TH AVENUE SOUTH                   ,,WISHEK                                  ,ND                                      ,58495                                   ,MCINTOSH                                ,,,,,,,,,,24,8760,614,5,782,,53.09,,108,3,146,,,,,,,
351326,01-JAN-23,31-DEC-23,As Submitted,FIRST CARE HEALTH CENTER                ,115 VIVIAN STREET                       ,1                                       ,PARK RIVER                              ,ND                                      ,58278-                                  ,WALSH                                   ,,,,,,,,,,14,5110,1650,314,2546,,97.73,,163,27,252,,,,,,,
351327,01-OCT-22,30-SEP-23,As Submitted,ST ALOISIUS MEDICAL CENTER              ,325 EAST BREWSTER STREET                ,,HARVEY                                  ,ND                                      ,58341-                                  ,WELLS                                   ,,,,,,,,,,25,9125,1823,29,2210,,109.52,,182,15,237,,,,,,,
351328,01-APR-23,31-DEC-23,As Submitted,LINTON HOSPITAL                         ,518 NORTH BROADWAY                      ,850                                     ,LINTON                                  ,ND                                      ,58552-0850                              ,EMMONS                                  ,,,,,,,,,,14,3850,370,1,392,,37.51,,57,1,70,,,,,,,
351329,01-JAN-23,31-DEC-23,As Submitted,SANFORD HILLSBORO                       ,12 3RD STREET SE                        ,609                                     ,HILLSBORO                               ,ND                                      ,58045-                                  ,TRAILL                                  ,,,,,,,,,,16,5840,1061,264,2458,,34.78,,50,5,74,,,,,,,
351364,01-OCT-22,30-SEP-23,As Submitted,STANDING ROCK IHS HOSPITAL              ,N10 N RIVER ROAD                        ,J                                       ,FORT YATES                              ,ND                                      ,58538                                   ,SIOUX                                   ,,,,,,,,,,12,4380,2,46,64,,160,,1,16,33,,,,,,,
353026,01-JAN-23,31-DEC-23,As Submitted,PAM REHABILITATION HOSPITAL OF FARGO    ,4671 38TH STREET                        ,,FARGO                                   ,ND                                      ,58104                                   ,CASS                                    ,,,,,,,,,,42,15330,11929,211,14731,,141.92,,1049,20,1249,4,,,,,,
354004,01-OCT-22,30-SEP-23,As Submitted,PRAIRIE ST. JOHNS                       ,100 FOURTH STREET SOUTH  SUITE 506      ,,FARGO                                   ,ND                                      ,58108                                   ,CASS                                    ,,,,,,,,,,132,48180,3955,2569,37550,,241.04,,352,292,4063,31,,,,,,
360001,01-JAN-23,31-DEC-23,As Submitted,MERCY HOSPITAL ANDERSON                 ,7500 STATE ROAD                         ,,CINCINNATI                              ,OH                                      ,45255-0589                              ,HAMILTON                                ,890637,,,417491,,,.0589,832806,255016,199,72635,12102,547,52735,16.26,821,,2737,132,12292,1622,,,,8,,449
360002,01-JAN-23,31-DEC-23,As Submitted,UH SAMARITAN MEDICAL CENTER             ,1025 CENTER STREET                      ,,ASHLAND                                 ,OH                                      ,44805-4098                              ,ASHLAND                                 ,,,,47263,,,.0374,,,38,13554,2442,210,7165,,378.36,,672,37,1972,239,,,,,,
360010,01-JAN-23,31-DEC-23,As Submitted,UNION HOSPITAL ASSOCIATION              ,659 BOULEVARD                           ,,DOVER                                   ,OH                                      ,44622                                   ,TUSCARAWAS                              ,,,,182104,,,.0923,,,77,28105,3434,66,14185,,689.37,,960,21,3942,662,,,,1,,145
360013,01-JAN-23,31-DEC-23,As Submitted,WILSON MEMORIAL HOSPITAL                ,915 WEST MICHIGAN STREET                ,,SIDNEY                                  ,OH                                      ,45365-                                  ,SHELBY                                  ,,,,97986,,,.12,,,44,16060,1407,588,6358,,388.6,,463,28,2409,574,,,,,,
360016,01-JAN-23,31-DEC-23,As Submitted,JEWISH HOSPITAL OF CINCINNATI           ,4777 EAST GALBRAITH ROAD                ,,CINCINNATI                              ,OH                                      ,45236-2725                              ,HAMILTON                                ,6448028,,,471450,,,.0602,3878740,1311453,170,62050,11870,958,54607,71.19,1044.43,,2733,291,12114,1535,,,,,,407
360025,01-JAN-23,31-DEC-23,As Submitted,FIRELANDS REGIONAL MEDICAL CENTER       ,1111 HAYES AVENUE                       ,,SANDUSKY                                ,OH                                      ,44870-                                  ,ERIE                                    ,699161,,,645921,,,.1468,555388,489039,149,54385,8781,860,33360,14.64,1386.07,,2238,183,8255,2038,,,,4,,505
360026,01-JAN-23,31-DEC-23,As Submitted,GREENE MEMORIAL HOSPITAL  INC.          ,1141 NORTH MONROE DRIVE                 ,,XENIA                                   ,OH                                      ,45385-                                  ,GREENE                                  ,,,,12725,,,.044,,,13,4745,413,41,1450,,146.05,,187,24,596,77,,,,,,
360027,01-JAN-23,31-DEC-23,As Submitted,AKRON GENERAL MEDICAL CENTER            ,1 AKRON GENERAL AVE                     ,,AKRON                                   ,OH                                      ,44307-                                  ,SUMMIT                                  ,7874684,,,1156810,,,.1066,4131670,3759822,401,146365,21121,4816,109626,138.41,3414.49,,4217,411,24767,4234,404,,46,,887,
360032,01-JAN-23,31-DEC-23,As Submitted,JOINT TOWNSHIP DISTRICT MEMORIAL HOS    ,200 SAINT CLAIR ST                      ,,ST. MARYS                               ,OH                                      ,45885-2400                              ,AUGLAIZE                                ,,,,24741,,,.0297,,,33,12045,1289,82,4205,,327.41,,465,25,1333,150,,,,,177,21
360036,01-JAN-23,31-DEC-23,As Submitted,WOOSTER COMMUNITY HOSPITAL              ,1761 BEALL AVENUE                       ,,WOOSTER                                 ,OH                                      ,44691-                                  ,WAYNE                                   ,,,,226332,,,.0942,,,112,40880,3808,1043,18520,,770.17,,1122,84,5334,967,,,,2,,145
360039,01-JAN-23,31-DEC-23,As Submitted,GENESIS HEALTHCARE SYSTEM               ,2951 MAPLE AVENUE                       ,,ZANESVILLE                              ,OH                                      ,43701                                   ,MUSKINGUM                               ,,,,1725164,,,.1705,,,277,101105,12958,2959,52573,,2558.43,,3536,253,13826,2778,,,,,,
360040,01-JAN-23,31-DEC-23,As Submitted,KNOX COMMUNITY HOSPITAL                 ,1330 COSHOCTON ROAD                     ,,MT. VERNON                              ,OH                                      ,43050                                   ,KNOX                                    ,,,,219185,,,.1095,,,64,23360,3530,819,12598,,1106.13,,903,75,3211,709,,,,2,,125
360041,01-JAN-23,31-DEC-23,As Submitted,UH PARMA MEDICAL CENTER                 ,7007 POWERS BLVD.                       ,,PARMA                                   ,OH                                      ,44129-5495                              ,CUYAHOGA                                ,1802893,,,,,,,,,179,65335,10489,652,34811,31.6,1000.49,,2466,139,7907,657,,,,,,259
360044,01-JAN-23,31-DEC-23,As Submitted,WAYNE HOSPITAL COMPANY                  ,835 SWEITZER STREET                     ,,GREENVILLE                              ,OH                                      ,45331-                                  ,DARKE                                   ,,,,75438,,,.1115,,,43,15695,919,69,3127,,342.16,,404,18,1101,162,,,,,,
360051,01-JAN-23,31-DEC-23,As Submitted,MIAMI VALLEY HOSPITAL                   ,ONE WYOMING STREET                      ,,DAYTON                                  ,OH                                      ,45409                                   ,MONTGOMERY                              ,10277805,,,4271265,,,.1653,7284351,3545691,899,328071,49305,11238,247843,196.82,4683.1,,9083,1097,45242,9797,671,,68,,1330,
360055,01-JAN-23,31-DEC-23,As Submitted,TRUMBULL MEMORIAL HOSPITAL              ,1350 EAST MARKET ST.                    ,1269                                    ,WARREN                                  ,OH                                      ,44483                                   ,TRUMBULL                                ,1624258,353691,,323928,70537,,.1223,3077705,947522,197,71905,6675,1054,28904,68.22,733.64,,1372,86,6010,1222,,,,,373,
360056,01-JAN-23,31-DEC-23,As Submitted,MERCY HEALTH - FAIRFIELD HOSPITAL       ,3000 MACK RD.                           ,,FAIRFIELD                               ,OH                                      ,45014                                   ,BUTLER                                  ,,,,511538,97804,,.0868,,,204,74460,10656,1313,50772,,938.08,,2713,400,12977,4776,,,,3,,357
360059,01-JAN-23,31-DEC-23,As Submitted,METROHEALTH MEDICAL CENTER              ,2500 METROHEALTH DRIVE                  ,,CLEVELAND                               ,OH                                      ,44109                                   ,CUYAHOGA                                ,7520624,,,2394367,,,.3709,9750122,11480133,501,182865,13229,7479,113599,365.22,7711.07,,2184,1067,20210,7772,803,,158,56,1688,735
360064,01-JAN-23,31-DEC-23,As Submitted,ST. ELIZABETH HEALTH CENTER             ,1044 BELMONT AVENUE                     ,,YOUNGSTOWN                              ,OH                                      ,44504-1006                              ,MAHONING                                ,5745994,,,1198934,,,.1176,3298982,1494796,323,117895,17591,1905,89877,89.62,1762.52,,3814,562,19340,3197,1134,,111,10,2261,392
360065,01-JAN-23,31-DEC-23,As Submitted,FISHER-TITUS MEDICAL CENTER             ,272 BENEDICT AVE                        ,,NORWALK                                 ,OH                                      ,44857                                   ,HURON                                   ,,,,212881,,,.1043,,,78,28470,3448,256,11213,,935.63,,989,53,3106,780,,,,,,
360066,01-JAN-23,31-DEC-23,As Submitted,ST. RITAS MEDICAL CENTER LLC            ,730 W MARKET ST                         ,,LIMA                                    ,OH                                      ,45801                                   ,ALLEN                                   ,5148226,,,1205505,,,.1034,3540299,2390416,329,120085,19427,1300,69270,68.55,1386.92,,4358,310,15892,2703,,,,3,,412
360068,01-JAN-23,31-DEC-23,As Submitted,THE TOLEDO HOSPITAL                     ,2142 NORTH COVE BLVD.                   ,,TOLEDO                                  ,OH                                      ,43606-                                  ,LUCAS                                   ,14650180,,,3960781,,,.1665,10391536,5899228,730,264610,37963,13289,184671,255.41,5207.83,,7364,674,33209,6478,1378,,96,10,2832,886
360070,01-JAN-23,31-DEC-23,As Submitted,CCF MERCY MEDICAL CENTER                ,1320 MERCY DRIVE NW                     ,,CANTON                                  ,OH                                      ,44708                                   ,STARK                                   ,1076359,,,582460,,,.0835,1355553,944560,317,115705,13845,2803,66554,20.81,1858.24,,2768,367,15295,2384,,,,,,251
360071,01-JAN-23,31-DEC-23,As Submitted,VAN WERT COUNTY HOSPITAL                ,1250 S. WASHINGTON ST.                  ,,VAN WERT                                ,OH                                      ,45891-                                  ,VAN WERT                                ,,,,46435,,,.0748,,,34,12410,821,36,2485,,207.81,,286,11,791,119,,,,,,
